scorer,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW
labeled-data\058_aud\img361.png,83.85215613,87.8059482,247.0149602,92.54154409,120.4453971,96.41612255,120.4453971,96.41612255,158.3301643,101.5822272,157.8996556,102.0127359,203.5335797,98.99917486,203.9640884,98.99917486
labeled-data\060_aud\img0029.png,86.00469972,107.1788405,223.3369807,107.1788405,126.4725192,104.5957882,126.0420105,104.5957882,166.9403387,106.3178231,166.9403387,106.3178231,197.0759489,106.3178231,197.0759489,106.7483318
labeled-data\060_aud\img0213.png,77.39452536,103.7347708,219.892911,107.6093492,119.5843797,109.7618928,120.0148884,109.7618928,163.4962689,115.7890149,163.0657602,116.2195236,192.7708617,111.4839277,192.340353,111.9144364
labeled-data\060_aud\img0259.png,80.40808639,111.053419,222.4759633,110.6229102,121.7369233,108.0398579,125.6115018,116.2195236,162.6352515,105.8873143,160.9132166,126.5517328,194.4928966,108.4703666,190.1878094,118.8025759
labeled-data\060_aud\img0290.png,82.13012126,109.7618928,221.6149458,108.9008754,122.5979407,105.4568056,124.3199756,114.9279974,164.7877951,105.0262969,164.7877951,122.6771543,195.353914,106.7483318,194.4928966,114.4974887
labeled-data\060_aud\img0321.png,80.40808639,108.4703666,219.892911,109.7618928,121.3064146,105.0262969,120.8759059,111.4839277,161.3437253,105.4568056,160.4827079,119.2330846,193.6318792,106.3178231,191.0488269,111.9144364
labeled-data\060_aud\img0480.png,77.82503408,104.1652795,219.892911,107.1788405,118.7233623,111.9144364,118.7233623,111.9144364,159.1911817,117.5110497,159.6216905,117.080541,192.7708617,111.9144364,192.7708617,112.3449451
labeled-data\060_aud\img0501.png,81.69961254,107.6093492,223.7674894,104.1652795,122.167432,108.4703666,121.7369233,111.4839277,164.7877951,111.053419,163.9267776,116.6500323,195.7844228,107.6093492,196.2149315,112.3449451
labeled-data\060_aud\img1031.png,77.82503408,101.5822272,219.892911,105.4568056,117.4318361,108.0398579,117.8623448,107.6093492,160.4827079,112.7754538,160.4827079,112.7754538,192.7708617,109.3313841,192.7708617,110.1924015
labeled-data\062_aud\img006.png,72.22842075,80.48729999,234.5302074,78.76526512,111.4047141,71.0161082,112.2657315,70.58559948,152.733551,70.15509077,153.5945684,70.58559948,197.0759489,71.0161082,197.0759489,71.44661692
labeled-data\062_aud\img101.png,75.24198178,89.95849178,224.6285069,87.37543948,110.5436966,68.43305589,108.391153,92.54154409,154.8860946,61.54491641,147.5674464,93.40256153,196.2149315,66.71102102,189.7573007,93.83307024
labeled-data\062_aud\img132.png,73.5199469,83.93136974,233.2386812,81.34831743,111.4047141,64.98898615,111.8352228,79.62628256,155.747112,58.10084667,153.1640597,81.34831743,201.8115448,62.83644256,194.0623879,84.79238717
labeled-data\062_aud\img224.png,79.11656024,89.52798307,232.3776638,88.66696563,112.2657315,69.29407333,113.9877664,92.54154409,153.5945684,59.82288154,152.733551,97.27713999,197.5064576,71.0161082,194.9234053,95.98561383
labeled-data\062_aud\img269.png,83.42164741,85.22289589,227.6420679,85.22289589,114.4182751,76.18221281,115.2792925,80.48729999,152.733551,74.46017794,150.1504987,85.22289589,193.2013705,75.32119538,189.7573007,84.79238717
labeled-data\062_aud\img282.png,74.81147306,90.81950922,234.0996986,91.25001794,110.1131879,67.14152974,108.8216618,102.0127359,152.733551,61.11440769,147.5674464,111.9144364,198.3674751,67.14152974,197.5064576,114.06698
labeled-data\062_aud\img364.png,77.82503408,78.76526512,236.682751,78.3347564,113.9877664,64.98898615,114.8487838,74.02966923,155.3166033,61.11440769,152.733551,76.61272153,198.3674751,62.83644256,196.2149315,77.90424769
labeled-data\063_aud\img009.png,78.2555428,100.290701,241.8488556,101.5822272,116.5708187,88.23645691,116.5708187,88.66696563,157.0386382,86.51442204,157.0386382,86.94493076,201.3810361,89.95849178,200.9505274,91.25001794
labeled-data\063_aud\img058.png,77.82503408,101.5822272,242.2793643,100.7212097,115.2792925,89.09747435,114.8487838,89.09747435,156.1776207,87.37543948,156.1776207,86.94493076,201.3810361,90.81950922,200.9505274,90.81950922
labeled-data\063_aud\img124.png,79.54706895,108.0398579,239.2658033,108.0398579,111.4047141,82.20933486,117.4318361,113.6364713,154.0250771,76.18221281,155.747112,115.7890149,201.3810361,81.77882615,199.6590012,117.5110497
labeled-data\063_aud\img176.png,75.67249049,110.1924015,240.9878381,106.7483318,111.8352228,92.11103537,112.6962402,109.7618928,155.747112,86.94493076,150.5810074,113.2059625,200.0895099,90.81950922,197.9369663,114.9279974
labeled-data\063_aud\img246.png,69.21485973,108.0398579,257.3471694,98.56866614,106.2386095,81.77882615,109.6826792,112.3449451,154.4555859,73.59916051,154.8860946,115.3585061,207.4081581,75.32119538,203.5335797,104.1652795
labeled-data\063_aud\img261.png,69.21485973,104.1652795,250.8895386,99.86019229,104.9470833,75.7517041,104.9470833,111.9144364,155.747112,70.15509077,152.3030423,116.6500323,208.6996843,74.89068666,203.9640884,110.6229102
labeled-data\063_aud\img287.png,66.63180742,96.84663127,254.3336084,92.11103537,110.1131879,82.63984358,109.6826792,82.20933486,157.4691469,83.0703523,157.8996556,83.0703523,206.9776494,85.22289589,206.9776494,85.22289589
labeled-data\063_aud\img362.png,67.92333357,104.1652795,254.7641171,96.41612255,110.1131879,85.65340461,109.6826792,85.65340461,159.6216905,87.37543948,159.6216905,86.94493076,209.130193,86.08391332,209.130193,85.65340461
labeled-data\065_aud\img014.png,76.66266054,97.7076487,240.2559733,102.0127359,120.144041,94.69408768,120.5745498,94.26357896,163.1949128,97.27713999,163.6254215,97.27713999,202.8017149,95.1245964,202.8017149,94.69408768
labeled-data\065_aud\img100.png,79.67622157,105.8873143,241.5474995,110.6229102,118.8525149,105.0262969,118.4220062,105.0262969,161.472878,107.1788405,161.472878,106.7483318,201.07968,106.3178231,201.07968,106.3178231
labeled-data\065_aud\img133.png,78.81520413,110.6229102,237.672921,112.3449451,117.5609887,92.97205281,120.144041,113.2059625,161.0423692,91.68052666,159.7508431,118.3720672,202.8017149,95.55510512,200.6491713,116.2195236
labeled-data\065_aud\img165.png,78.38469542,109.3313841,235.9508861,112.3449451,116.2694626,89.52798307,118.4220062,120.094102,162.7644041,87.37543948,161.472878,126.1212241,204.5237497,91.68052666,202.3712061,123.1076631
labeled-data\065_aud\img268.png,71.92706465,105.4568056,242.8390256,110.6229102,115.8389539,92.54154409,114.116919,102.8737533,161.0423692,89.95849178,156.7372821,105.8873143,206.6762933,93.40256153,200.2186626,107.1788405
labeled-data\065_aud\img346.png,76.23215183,105.8873143,242.4085169,108.0398579,116.2694626,92.54154409,117.13048,111.053419,158.8898256,91.25001794,159.7508431,120.094102,204.093241,95.55510512,202.3712061,116.6500323
labeled-data\065_aud\img396.png,77.52367798,94.69408768,242.4085169,97.7076487,119.7135323,93.83307024,119.7135323,94.26357896,162.3338954,95.98561383,161.9033867,95.98561383,203.2322236,94.26357896,203.2322236,93.83307024
labeled-data\066_aud\img057.png,91.73046567,113.2059625,235.9508861,111.053419,125.7406544,105.8873143,125.3101457,105.0262969,162.3338954,107.1788405,162.3338954,108.0398579,198.9271364,105.8873143,198.9271364,106.3178231
labeled-data\066_aud\img118.png,93.88300926,114.06698,231.645799,111.4839277,127.0321805,107.6093492,127.4626892,107.6093492,162.7644041,108.4703666,162.7644041,108.9008754,198.066119,108.0398579,198.066119,108.4703666
labeled-data\066_aud\img254.png,86.13385234,111.4839277,238.5339384,110.1924015,117.9914975,93.40256153,121.4355672,120.9551195,155.8762646,93.40256153,160.6118605,128.7042764,199.7881538,98.99917486,201.5101887,122.6771543
labeled-data\066_aud\img267.png,92.5914831,115.3585061,232.9373251,114.4974887,127.4626892,117.9415584,127.0321805,117.9415584,162.7644041,123.1076631,162.7644041,123.1076631,200.2186626,118.8025759,200.2186626,118.3720672
labeled-data\066_aud\img362.png,88.71690464,104.5957882,233.7983425,105.8873143,123.1576021,101.1517184,123.5881108,109.3313841,161.9033867,98.13815742,159.3203344,118.8025759,198.9271364,103.304262,197.6356102,111.4839277
labeled-data\066_aud\img367.png,93.45250054,107.6093492,232.5068164,107.1788405,126.1711631,104.1652795,127.893198,109.3313841,162.7644041,101.5822272,162.7644041,116.6500323,198.4966277,104.5957882,198.066119,110.1924015
labeled-data\066_aud\img398.png,92.5914831,108.0398579,232.5068164,105.0262969,125.7406544,106.3178231,125.3101457,105.8873143,161.9033867,107.6093492,161.9033867,108.0398579,198.4966277,105.8873143,198.4966277,106.3178231
labeled-data\066_aud\img600.png,91.29995695,107.6093492,230.7847815,105.4568056,124.0186195,106.7483318,123.1576021,106.7483318,160.1813518,108.0398579,160.1813518,108.9008754,197.6356102,105.4568056,198.066119,105.8873143
labeled-data\073_aud\img015.png,101.2016575,108.0398579,248.8661477,111.4839277,135.2118462,88.23645691,134.3508287,118.3720672,174.8186482,88.23645691,171.8050872,129.1347851,214.4254502,90.3890005,212.2729067,121.8161369
labeled-data\073_aud\img038.png,101.6321662,109.7618928,247.5746215,112.7754538,134.7813374,89.52798307,135.2118462,121.3856282,173.0966133,86.94493076,173.0966133,131.2873287,213.9949415,90.81950922,211.8423979,123.1076631
labeled-data\073_aud\img083.png,100.7711487,106.3178231,249.2966564,105.4568056,136.933881,98.56866614,136.933881,98.56866614,172.6661046,86.08391332,172.6661046,106.7483318,210.9813805,95.98561383,210.9813805,96.84663127
labeled-data\073_aud\img142.png,104.6457272,105.4568056,252.7407261,107.1788405,140.8084595,95.55510512,141.6694769,105.0262969,176.9711918,86.08391332,176.5406831,113.6364713,214.855959,95.98561383,213.5644328,106.3178231
labeled-data\073_aud\img169.png,101.6321662,106.7483318,250.1576738,109.3313841,134.7813374,89.52798307,128.7542154,133.4398723,172.6661046,88.66696563,167.5,150.2297123,213.9949415,91.68052666,211.8423979,134.3008897
labeled-data\073_aud\img272.png,100.34064,99.42968358,253.6017436,104.5957882,137.3643898,89.52798307,135.2118462,109.3313841,174.3881395,83.0703523,173.0966133,120.9551195,215.2864677,88.66696563,212.7034154,111.053419
labeled-data\073_aud\img344.png,100.34064,105.8873143,250.1576738,108.4703666,135.6423549,91.25001794,133.4898113,118.3720672,173.9576308,87.8059482,170.9440697,127.4127502,213.5644328,91.68052666,211.4118892,120.9551195
labeled-data\076_aud\img014.png,96.46606156,99.42968358,255.3237784,95.1245964,136.5033723,93.83307024,136.933881,94.26357896,179.9847528,91.25001794,179.9847528,91.25001794,218.7305374,91.68052666,219.1610461,91.68052666
labeled-data\076_aud\img123.png,100.7711487,107.6093492,247.5746215,102.4432446,135.2118462,91.25001794,137.3643898,108.4703666,176.5406831,88.66696563,175.6796656,112.7754538,213.9949415,91.68052666,213.1339241,107.6093492
labeled-data\076_aud\img150.png,103.354201,104.1652795,249.2966564,102.8737533,139.9474421,91.68052666,140.3779508,101.5822272,179.1237354,88.23645691,176.5406831,110.1924015,216.1474851,92.11103537,213.9949415,103.304262
labeled-data\076_aud\img252.png,99.91013131,105.4568056,248.4356389,106.3178231,135.6423549,80.48729999,135.6423549,117.080541,177.4017005,78.76526512,173.0966133,126.1212241,217.86952,83.93136974,214.4254502,118.3720672
labeled-data\076_aud\img261.png,98.18809643,102.8737533,252.7407261,102.4432446,135.2118462,84.36187845,136.5033723,104.5957882,177.4017005,81.34831743,176.1101744,110.6229102,218.7305374,84.36187845,216.5779938,106.3178231
labeled-data\076_aud\img323.png,99.47962259,98.56866614,251.4492,97.27713999,138.2254072,86.94493076,139.0864246,98.56866614,180.8457703,82.63984358,179.9847528,102.8737533,218.7305374,84.36187845,217.0085025,100.290701
labeled-data\076_aud\img354.png,102.9236923,95.1245964,253.6017436,93.83307024,139.9474421,86.08391332,140.8084595,92.97205281,181.7067877,83.93136974,179.1237354,97.7076487,220.4525723,85.22289589,218.3000287,95.55510512
labeled-data\076_aud\img499.png,100.34064,100.290701,251.0186913,94.69408768,134.7813374,79.19577384,139.9474421,99.42968358,175.6796656,74.89068666,176.9711918,107.6093492,216.1474851,76.18221281,215.7169764,101.1517184
labeled-data\077_aud\img017.png,82.68978259,104.1652795,246.2830954,104.5957882,120.144041,105.8873143,119.2830236,105.0262969,161.9033867,108.4703666,162.7644041,108.9008754,206.2457846,107.6093492,206.2457846,107.1788405
labeled-data\077_aud\img024.png,83.98130875,104.5957882,244.1305518,106.7483318,121.0050585,106.7483318,121.4355672,106.3178231,161.472878,109.3313841,161.472878,109.7618928,204.5237497,108.0398579,204.9542584,107.6093492
labeled-data\077_aud\img093.png,77.9541867,108.0398579,242.4085169,107.1788405,117.13048,98.56866614,114.9779364,117.5110497,162.7644041,98.56866614,155.8762646,122.6771543,205.3847672,101.1517184,202.8017149,120.9551195
labeled-data\077_aud\img131.png,74.51011695,105.4568056,240.686482,109.7618928,114.9779364,96.84663127,111.103358,120.9551195,159.3203344,95.98561383,157.1677908,128.2737677,204.093241,99.42968358,202.3712061,126.5517328
labeled-data\077_aud\img144.png,80.96774772,108.9008754,244.1305518,111.4839277,119.2830236,106.3178231,118.8525149,116.6500323,161.472878,110.1924015,158.8898256,124.3991892,204.9542584,112.7754538,203.6627323,120.9551195
labeled-data\077_aud\img227.png,74.07960824,100.7212097,244.5610605,108.4703666,112.3948841,96.84663127,109.3813231,118.8025759,157.5982995,96.84663127,154.5847385,123.5381718,204.5237497,99.42968358,202.8017149,123.1076631
labeled-data\077_aud\img305.png,72.35757337,105.0262969,242.8390256,109.7618928,111.9643754,97.7076487,109.3813231,112.7754538,158.0288082,96.84663127,151.5711774,115.3585061,203.2322236,100.7212097,200.2186626,117.080541
labeled-data\080_aud\img001.png,97.327079,106.3178231,229.9237641,109.7618928,129.1847241,96.84663127,128.7542154,98.56866614,161.472878,94.26357896,163.1949128,103.304262,198.4966277,96.84663127,197.2051015,102.4432446
labeled-data\080_aud\img100.png,99.04911387,108.4703666,229.0627466,109.7618928,127.893198,96.84663127,129.6152328,104.5957882,160.1813518,95.1245964,162.3338954,108.9008754,197.2051015,96.84663127,196.7745928,106.3178231
labeled-data\080_aud\img128.png,97.327079,105.4568056,233.7983425,106.7483318,128.3237067,97.7076487,128.3237067,112.3449451,161.9033867,96.41612255,161.9033867,119.2330846,201.5101887,98.56866614,198.4966277,112.3449451
labeled-data\080_aud\img206.png,91.29995695,93.40256153,236.8119036,97.7076487,126.1711631,91.68052666,124.4491282,100.7212097,161.0423692,90.81950922,159.7508431,107.6093492,200.6491713,90.3890005,200.2186626,102.8737533
labeled-data\080_aud\img253.png,93.45250054,101.1517184,234.65936,105.0262969,125.7406544,99.42968358,125.7406544,103.304262,158.4593169,96.41612255,159.3203344,107.6093492,198.4966277,97.7076487,197.6356102,105.4568056
labeled-data\080_aud\img319.png,95.17453541,98.99917486,235.0898687,100.7212097,125.7406544,92.54154409,127.4626892,99.42968358,159.3203344,90.3890005,159.7508431,105.8873143,199.3576451,93.40256153,197.6356102,97.7076487
labeled-data\080_aud\img327.png,96.46606156,101.1517184,231.645799,102.4432446,127.0321805,92.97205281,130.0457416,100.290701,160.6118605,88.23645691,161.9033867,105.0262969,198.9271364,93.83307024,197.6356102,100.7212097
labeled-data\080_aud\img568.png,96.03555284,98.13815742,238.1034297,101.1517184,127.893198,91.25001794,128.3237067,99.86019229,160.6118605,89.09747435,161.472878,105.8873143,201.5101887,93.83307024,201.07968,98.99917486
labeled-data\082_aud\img007.png,79.67622157,118.8025759,228.2017292,123.5381718,114.116919,104.5957882,113.6864103,126.5517328,151.1406687,99.42968358,149.4186339,131.7178374,191.1779795,109.7618928,190.7474708,129.9958025
labeled-data\082_aud\img018.png,78.81520413,120.094102,225.6186769,125.2602066,114.116919,105.8873143,114.116919,126.1212241,150.71016,100.7212097,149.8491426,129.9958025,189.0254359,111.053419,189.4559446,129.5652938
labeled-data\082_aud\img123.png,71.92706465,115.7890149,231.645799,122.2466456,107.6592882,100.290701,106.7982708,132.1483461,148.1271077,97.27713999,148.9881251,138.6059769,190.7474708,106.7483318,193.3305231,136.4534333
labeled-data\082_aud\img136.png,70.20502978,116.6500323,232.0763077,123.5381718,105.9372534,97.7076487,102.9236923,139.0364856,149.4186339,93.40256153,148.5576164,145.4941164,193.3305231,103.304262,195.0525579,142.0500466
labeled-data\082_aud\img204.png,75.37113439,113.6364713,223.896642,120.5246107,111.5338667,106.7483318,111.9643754,117.5110497,147.2660903,104.1652795,148.1271077,124.3991892,186.8728923,110.6229102,187.7339097,122.2466456
labeled-data\082_aud\img241.png,75.37113439,113.6364713,229.0627466,122.2466456,109.3813231,93.40256153,110.6728493,124.3991892,149.4186339,86.08391332,148.5576164,137.3144507,192.0389969,99.42968358,191.6084882,130.4263113
labeled-data\082_aud\img277.png,77.09316926,117.5110497,228.6322379,123.9686805,110.2423405,97.27713999,110.2423405,133.0093636,149.8491426,89.95849178,152.8627036,136.883942,193.3305231,102.0127359,194.1915405,135.1619072
labeled-data\087_aud\img021.png,84.41181746,89.09747435,250.1576738,80.48729999,118.8525149,71.87712564,118.8525149,71.87712564,162.3338954,65.85000359,161.9033867,65.85000359,207.9678195,65.41949487,207.5373108,65.85000359
labeled-data\087_aud\img171.png,89.14741336,95.55510512,247.5746215,84.36187845,120.5745498,72.30763435,124.0186195,89.52798307,161.0423692,58.9618641,162.7644041,92.11103537,207.106802,62.83644256,204.9542584,87.37543948
labeled-data\087_aud\img189.png,83.98130875,98.56866614,245.8525866,88.66696563,116.6999713,71.0161082,122.2965846,99.42968358,160.1813518,61.54491641,163.6254215,102.4432446,209.6898543,62.40593385,207.106802,98.13815742
labeled-data\087_aud\img202.png,86.99486977,96.41612255,248.4356389,87.37543948,124.0186195,81.77882615,125.7406544,96.41612255,164.486439,78.76526512,165.7779651,101.1517184,207.5373108,77.47373897,208.8288369,93.83307024
labeled-data\087_aud\img222.png,86.56436105,89.09747435,253.6017436,83.0703523,117.9914975,50.78219846,127.893198,89.52798307,166.2084738,34.85337591,170.0830523,96.41612255,218.7305374,46.47711129,214.855959,92.97205281
labeled-data\087_aud\img277.png,84.41181746,87.37543948,247.1441128,80.05679128,117.13048,64.98898615,120.144041,71.0161082,159.3203344,53.79575949,163.1949128,74.02966923,208.8288369,56.80932051,207.106802,74.02966923
labeled-data\087_aud\img313.png,83.55080003,89.95849178,244.9915692,81.77882615,115.8389539,65.85000359,119.2830236,74.46017794,160.6118605,55.94830308,162.3338954,74.02966923,209.2593456,58.53135538,204.9542584,75.32119538
labeled-data\087_aud\img424.png,84.41181746,84.79238717,256.6153046,77.90424769,118.4220062,47.33812872,126.6016718,83.50086102,169.2220349,30.54828873,171.3745785,90.81950922,221.7440984,43.89405898,215.7169764,83.93136974
labeled-data\LipTest_COMBINED_TEST\07me-img055.png,72.35757337,98.56866614,237.2424123,101.5822272,108.0897969,95.98561383,108.5203057,95.98561383,149.8491426,98.56866614,149.4186339,98.56866614,196.3440841,97.7076487,195.9135754,97.7076487
labeled-data\LipTest_COMBINED_TEST\07me-img112.png,74.51011695,96.84663127,239.3949559,101.1517184,109.8118318,94.69408768,110.2423405,95.1245964,150.2796513,98.13815742,150.2796513,98.56866614,197.2051015,98.56866614,197.2051015,98.13815742
labeled-data\LipTest_COMBINED_TEST\07me-img162.png,72.78808208,95.98561383,236.8119036,99.42968358,110.2423405,93.83307024,110.6728493,93.83307024,150.2796513,98.13815742,150.2796513,98.99917486,197.2051015,96.84663127,196.7745928,97.27713999
labeled-data\LipTest_COMBINED_TEST\07me-img191.png,72.78808208,97.27713999,236.8119036,98.99917486,110.6728493,92.97205281,111.103358,93.83307024,149.4186339,97.27713999,149.4186339,97.7076487,194.1915405,96.41612255,193.7610318,96.84663127
labeled-data\LipTest_COMBINED_TEST\07me-img283.png,71.06604721,99.86019229,234.65936,102.0127359,108.0897969,93.83307024,109.3813231,100.290701,146.4050728,94.69408768,150.2796513,109.3313841,192.4695056,98.56866614,193.7610318,106.3178231
labeled-data\LipTest_COMBINED_TEST\07me-img301.png,70.20502978,98.99917486,236.3813948,102.4432446,102.9236923,84.34311123,108.9508144,105.8873143,144.683038,83.93136974,148.9881251,114.06698,193.7610318,91.25001794,195.4830667,111.4839277
labeled-data\LipTest_COMBINED_TEST\07me-img310.png,71.49655593,100.290701,235.9508861,102.4432446,103.354201,85.65340461,108.5203057,111.053419,145.5440554,84.36187845,146.8355815,120.5246107,194.1915405,93.83307024,195.9135754,115.7890149
labeled-data\LipTest_COMBINED_TEST\07me-img328.png,70.20502978,101.5822272,236.8119036,102.8737533,102.0626749,86.08391332,106.3677621,118.8025759,142.5304944,85.65340461,148.9881251,132.5788548,192.0389969,92.54154409,198.9271364,123.1076631
labeled-data\LipTest_COMBINED_TEST\07me-img339.png,65.8999426,94.69408768,239.3949559,99.42968358,99.47962259,83.93136974,100.34064,102.0127359,143.8220205,84.79238717,141.6694769,110.6229102,193.7610318,91.25001794,191.1779795,104.1652795
labeled-data\LipTest_COMBINED_TEST\07me-img352.png,65.8999426,93.83307024,241.9780082,100.290701,98.61860515,81.77882615,100.7711487,104.1652795,142.9610031,84.36187845,145.1135467,116.2195236,195.4830667,88.66696563,195.9135754,111.053419
labeled-data\LipTest_COMBINED_TEST\07me-img384.png,67.62197747,98.99917486,241.1169907,104.1652795,101.2016575,85.65340461,105.9372534,108.0398579,145.1135467,86.51442204,147.696599,120.9551195,195.4830667,93.83307024,195.9135754,113.6364713
labeled-data\LipTest_COMBINED_TEST\07me-img437.png,67.19146875,98.56866614,238.9644472,103.7347708,102.4931836,90.81950922,106.3677621,105.0262969,145.1135467,91.25001794,145.9745641,114.4974887,193.7610318,95.98561383,194.1915405,108.0398579
labeled-data\LipTest_COMBINED_TEST\07me-img474.png,66.33045132,95.1245964,235.5203774,98.99917486,100.34064,83.50086102,102.0626749,91.25001794,144.2525292,86.08391332,142.5304944,102.0127359,192.9000144,89.95849178,191.1779795,99.86019229
labeled-data\LipTest_COMBINED_TEST\07me-img492.png,66.33045132,98.99917486,237.2424123,99.42968358,100.34064,82.63984358,101.6321662,119.6635933,143.8220205,81.77882615,142.5304944,133.0093636,192.0389969,87.37543948,192.9000144,121.3856282
labeled-data\LipTest_COMBINED_TEST\07me-img502.png,63.31689029,96.41612255,236.8119036,99.86019229,102.4931836,93.83307024,102.4931836,93.83307024,144.2525292,101.5822272,143.3915118,101.1517184,190.7474708,98.99917486,190.316962,98.99917486
labeled-data\LipTest_COMBINED_TEST\07me-img516.png,65.03892516,100.290701,234.2288513,109.3313841,103.354201,92.54154409,103.7847098,113.6364713,145.5440554,95.1245964,142.5304944,123.1076631,191.1779795,100.290701,189.8864533,116.6500323
labeled-data\LipTest_COMBINED_TEST\07me-img526.png,65.03892516,98.99917486,233.7983425,106.7483318,101.2016575,92.11103537,100.34064,112.3449451,141.2389682,92.97205281,140.3779508,121.8161369,190.316962,99.42968358,189.0254359,114.4974887
labeled-data\LipTest_COMBINED_TEST\07me-img530.png,68.48299491,96.41612255,232.0763077,103.7347708,105.0762359,93.40256153,103.7847098,103.304262,141.6694769,96.41612255,141.2389682,113.2059625,186.8728923,97.7076487,187.303401,111.053419
labeled-data\LipTest_COMBINED_TEST\07me-img578.png,70.20502978,99.42968358,233.3678338,105.4568056,102.4931836,93.40256153,105.9372534,108.0398579,141.6694769,92.11103537,144.683038,117.9415584,188.1644185,98.99917486,190.7474708,112.3449451
labeled-data\LipTest_COMBINED_TEST\07me-img596.png,66.33045132,93.40256153,244.5610605,101.5822272,102.9236923,82.63984358,103.354201,108.4703666,145.9745641,83.50086102,145.9745641,119.2330846,194.6220492,88.66696563,197.2051015,113.2059625
labeled-data\LipTest_COMBINED_TEST\07me-img600.png,65.03892516,93.83307024,241.9780082,97.27713999,102.4931836,85.22289589,104.2152185,101.1517184,145.9745641,92.97205281,145.5440554,109.3313841,195.0525579,88.23645691,195.4830667,104.1652795
labeled-data\LipTest_COMBINED_TEST\07me-img648.png,67.62197747,96.41612255,232.9373251,98.56866614,101.2016575,83.93136974,105.0762359,102.0127359,144.2525292,83.0703523,144.683038,108.9008754,189.4559446,88.66696563,191.1779795,103.7347708
labeled-data\LipTest_COMBINED_TEST\07me-img651.png,66.76096003,97.27713999,232.9373251,98.99917486,102.0626749,82.20933486,106.3677621,104.1652795,140.8084595,81.34831743,145.5440554,110.6229102,189.0254359,87.8059482,190.316962,106.7483318
labeled-data\LipTest_COMBINED_TEST\07me-img654.png,68.91350362,98.56866614,234.2288513,101.1517184,102.4931836,81.77882615,105.9372534,109.7618928,143.8220205,83.50086102,144.683038,121.8161369,192.4695056,87.37543948,191.1779795,113.2059625
labeled-data\LipTest_COMBINED_TEST\07me-img679.png,62.88638157,93.83307024,235.9508861,102.4432446,101.2016575,79.19577384,98.18809643,125.6907154,145.1135467,74.46017794,144.683038,136.4534333,191.6084882,88.23645691,194.1915405,128.2737677
labeled-data\LipTest_COMBINED_TEST\07me-img739.png,67.62197747,98.99917486,235.5203774,102.8737533,102.0626749,81.77882615,102.4931836,120.094102,145.1135467,78.76526512,147.2660903,129.5652938,191.6084882,87.37543948,195.4830667,122.6771543
labeled-data\LipTest_COMBINED_TEST\07me-img747.png,67.62197747,95.98561383,236.8119036,100.290701,101.2016575,81.77882615,104.2152185,111.053419,145.1135467,82.20933486,144.683038,120.9551195,195.0525579,89.09747435,192.0389969,115.3585061
labeled-data\LipTest_COMBINED_TEST\07me-img763.png,63.74739901,89.95849178,236.8119036,93.83307024,101.2016575,78.3347564,102.0626749,86.08391332,144.683038,81.34831743,141.6694769,93.40256153,192.9000144,83.93136974,190.7474708,92.97205281
labeled-data\LipTest_COMBINED_TEST\07me-img795.png,66.33045132,97.27713999,235.9508861,100.290701,102.0626749,83.50086102,102.9236923,118.3720672,145.1135467,83.50086102,145.5440554,132.1483461,192.0389969,89.52798307,195.9135754,123.1076631
labeled-data\LipTest_COMBINED_TEST\07me-img808.png,68.05248619,92.97205281,238.5339384,98.99917486,104.2152185,83.0703523,103.7847098,107.1788405,146.8355815,84.79238717,144.2525292,117.9415584,195.4830667,89.09747435,195.4830667,112.7754538
labeled-data\LipTest_COMBINED_TEST\07me-img821.png,71.06604721,97.27713999,234.65936,98.99917486,107.6592882,95.98561383,108.0897969,100.290701,147.696599,100.7212097,146.4050728,110.6229102,192.4695056,98.99917486,193.3305231,106.3178231
labeled-data\LipTest_COMBINED_TEST\07me-img823.png,69.77452106,99.86019229,234.65936,101.5822272,106.7982708,96.41612255,106.7982708,108.0398579,148.1271077,98.13815742,147.696599,115.7890149,192.9000144,98.99917486,193.7610318,111.9144364
labeled-data\LipTest_COMBINED_TEST\07me-img827.png,69.34401234,101.5822272,234.2288513,104.5957882,106.3677621,91.25001794,106.3677621,119.6635933,150.2796513,92.54154409,149.4186339,130.4263113,194.1915405,95.1245964,195.0525579,123.5381718
labeled-data\LipTest_COMBINED_TEST\07me-img854.png,68.48299491,95.1245964,230.7847815,97.7076487,102.9236923,86.51442204,105.0762359,101.1517184,142.5304944,87.37543948,143.3915118,109.3313841,188.1644185,89.09747435,189.4559446,105.8873143
labeled-data\LipTest_COMBINED_TEST\07me-img864.png,69.34401234,102.0127359,232.0763077,105.4568056,99.47962259,85.65340461,101.2016575,131.7178374,143.8220205,83.0703523,145.9745641,148.5076774,190.7474708,90.3890005,195.4830667,136.883942
labeled-data\LipTest_COMBINED_TEST\07me-img870.png,66.33045132,103.304262,232.5068164,106.3178231,98.61860515,84.79238717,101.2016575,132.5788548,142.9610031,83.50086102,145.9745641,148.9381861,189.4559446,90.81950922,196.7745928,136.4534333
labeled-data\LipTest_COMBINED_TEST\07me-img881.png,66.33045132,101.1517184,233.7983425,104.1652795,99.91013131,84.36187845,100.34064,126.9822415,143.8220205,83.0703523,145.9745641,141.1890292,189.8864533,89.52798307,197.2051015,131.2873287
